DepAirportCode,DepSchedDate,DepSchedTime,DepActualDate,DepActualTime,DepStatusCode,DepStatusDesc,ArrivalAirportCode,ArrSchedDate,ArrSchedTime,ArrActualDate,ArrActualTime,ArrStatusCode,ArrStatusDesc,OpAirlineID,OpFlightNumber,AircraftCode,MarkAirlineID,MarkFlightNumber
FRA,2023-07-06,16:50,,17:10,DP,Flight Departed,FMO,2023-07-06,17:35,2023-07-06,17:55,LD,Flight Landed,CL,066,CR9,,
FRA,2023-07-06,21:00,,21:03,DP,Flight Departed,FMO,2023-07-06,21:45,2023-07-06,21:52,LD,Flight Landed,CL,068,CR9,,
FMO,2023-07-06,06:15,,06:13,DP,Flight Departed,FRA,2023-07-06,07:05,2023-07-06,06:55,LD,Flight Landed,CL,063,CR9,,
FMO,2023-07-06,10:35,,10:36,DP,Flight Departed,FRA,2023-07-06,11:25,2023-07-06,11:56,LD,Flight Landed,CL,065,CR9,,
FMO,2023-07-06,14:35,,14:29,DP,Flight Departed,FRA,2023-07-06,15:25,2023-07-06,15:09,LD,Flight Landed,CL,067,CR9,,
FMO,2023-07-06,18:25,,18:25,DP,Flight Departed,FRA,2023-07-06,19:15,2023-07-06,19:09,LD,Flight Landed,CL,069,CR9,,
FRA,2023-07-06,07:15,,07:20,DP,Flight Departed,DUS,2023-07-06,08:00,2023-07-06,07:59,LD,Flight Landed,LH,072,319,,
FRA,2023-07-06,13:20,,,NO,No Status,DUS,2023-07-06,14:05,,,NO,No Status,LH,078,321,,
FRA,2023-07-06,17:20,,,NO,No Status,DUS,2023-07-06,18:05,,,NO,No Status,LH,084,319,,
FRA,2023-07-06,21:20,,21:37,DP,Flight Departed,DUS,2023-07-06,22:05,2023-07-06,22:20,LD,Flight Landed,LH,088,321,,
DUS,2023-07-06,06:05,,06:03,DP,Flight Departed,FRA,2023-07-06,06:55,2023-07-06,06:50,LD,Flight Landed,LH,073,319,,
DUS,2023-07-06,08:45,,08:46,DP,Flight Departed,FRA,2023-07-06,09:35,2023-07-06,09:38,LD,Flight Landed,LH,075,319,,
DUS,2023-07-06,14:55,,15:04,DP,Flight Departed,FRA,2023-07-06,15:45,2023-07-06,15:51,LD,Flight Landed,LH,081,32M,,
DUS,2023-07-06,19:00,,,NO,No Status,FRA,2023-07-06,19:50,,,NO,No Status,LH,087,319,,
MUC,2023-07-06,07:00,,07:06,DP,Flight Departed,FRA,2023-07-06,08:00,2023-07-06,07:56,LD,Flight Landed,LH,093,321,,
MUC,2023-07-06,09:00,,09:15,DP,Flight Departed,FRA,2023-07-06,10:00,2023-07-06,10:04,LD,Flight Landed,LH,099,32M,,
MUC,2023-07-06,10:00,,10:06,DP,Flight Departed,FRA,2023-07-06,11:00,2023-07-06,11:10,LD,Flight Landed,LH,101,32A,,
MUC,2023-07-06,12:00,,12:21,DP,Flight Departed,FRA,2023-07-06,13:00,2023-07-06,13:16,LD,Flight Landed,LH,105,321,,
MUC,2023-07-06,14:00,,14:13,DP,Flight Departed,FRA,2023-07-06,15:00,2023-07-06,15:03,LD,Flight Landed,LH,109,32A,,
MUC,2023-07-06,15:00,,15:02,DP,Flight Departed,FRA,2023-07-06,16:00,2023-07-06,15:51,LD,Flight Landed,LH,111,320,,
MUC,2023-07-06,17:00,,17:04,DP,Flight Departed,FRA,2023-07-06,18:00,2023-07-06,18:01,LD,Flight Landed,LH,115,78S,,
MUC,2023-07-06,18:00,,18:11,DP,Flight Departed,FRA,2023-07-06,19:00,2023-07-06,19:24,LD,Flight Landed,LH,117,320,,
MUC,2023-07-06,19:00,,19:23,DP,Flight Departed,FRA,2023-07-06,20:00,2023-07-06,20:13,LD,Flight Landed,LH,119,321,,
MUC,2023-07-06,20:00,,,NO,No Status,FRA,2023-07-06,21:00,,,NO,No Status,LH,121,32A,,
MUC,2023-07-06,21:00,,21:06,DP,Flight Departed,FRA,2023-07-06,22:00,2023-07-06,21:50,LD,Flight Landed,LH,123,78S,,
FRA,2023-07-06,07:15,,07:21,DP,Flight Departed,MUC,2023-07-06,08:10,2023-07-06,08:13,LD,Flight Landed,LH,094,32M,,
FRA,2023-07-06,08:15,,08:28,DP,Flight Departed,MUC,2023-07-06,09:10,2023-07-06,09:22,LD,Flight Landed,LH,096,32A,,
FRA,2023-07-06,09:15,,09:19,DP,Flight Departed,MUC,2023-07-06,10:10,2023-07-06,10:13,LD,Flight Landed,LH,098,32A,,
FRA,2023-07-06,10:15,,10:33,DP,Flight Departed,MUC,2023-07-06,11:10,2023-07-06,11:22,LD,Flight Landed,LH,100,321,,
FRA,2023-07-06,12:15,,12:23,DP,Flight Departed,MUC,2023-07-06,13:10,2023-07-06,13:14,LD,Flight Landed,LH,104,32A,,
FRA,2023-07-06,13:15,,13:22,DP,Flight Departed,MUC,2023-07-06,14:10,2023-07-06,14:15,LD,Flight Landed,LH,106,320,,
FRA,2023-07-06,15:15,,15:23,DP,Flight Departed,MUC,2023-07-06,16:10,2023-07-06,16:05,LD,Flight Landed,LH,110,78S,,
FRA,2023-07-06,16:15,,16:30,DP,Flight Departed,MUC,2023-07-06,17:10,2023-07-06,17:20,LD,Flight Landed,LH,112,320,,
FRA,2023-07-06,17:15,,17:40,DP,Flight Departed,MUC,2023-07-06,18:10,2023-07-06,18:28,LD,Flight Landed,LH,114,321,,
FRA,2023-07-06,18:15,,,NO,No Status,MUC,2023-07-06,19:10,,,NO,No Status,LH,116,32A,,
FRA,2023-07-06,19:15,,19:27,DP,Flight Departed,MUC,2023-07-06,20:10,2023-07-06,20:17,LD,Flight Landed,LH,118,78S,,
FRA,2023-07-06,20:15,,20:51,DP,Flight Departed,MUC,2023-07-06,21:10,2023-07-06,21:41,LD,Flight Landed,LH,120,321,,
FRA,2023-07-06,21:15,,21:17,DP,Flight Departed,MUC,2023-07-06,22:10,2023-07-06,22:06,LD,Flight Landed,LH,122,321,,
FRA,2023-07-06,07:00,,07:06,DP,Flight Departed,STR,2023-07-06,07:40,2023-07-06,07:36,LD,Flight Landed,LH,126,319,,
FRA,2023-07-06,09:25,,09:30,DP,Flight Departed,STR,2023-07-06,10:05,2023-07-06,10:03,LD,Flight Landed,LH,128,32A,,
FRA,2023-07-06,13:20,,,NO,No Status,STR,2023-07-06,14:00,,,NO,No Status,LH,130,320,,
FRA,2023-07-06,17:15,,17:32,DP,Flight Departed,STR,2023-07-06,17:55,2023-07-06,18:06,LD,Flight Landed,LH,132,319,,
FRA,2023-07-06,22:15,,,NO,No Status,STR,2023-07-06,22:55,,,NO,No Status,LH,136,319,,
STR,2023-07-06,08:20,,08:10,DP,Flight Departed,FRA,2023-07-06,09:10,2023-07-06,08:49,LD,Flight Landed,LH,131,319,,
STR,2023-07-06,10:45,,10:44,DP,Flight Departed,FRA,2023-07-06,11:35,2023-07-06,11:57,LD,Flight Landed,LH,133,32A,,
STR,2023-07-06,12:15,,13:18,DP,Flight Departed,FRA,2023-07-06,13:10,2023-07-06,13:56,LD,Flight Landed,LH,695,32Q,,
STR,2023-07-06,13:15,,13:36,DP,Flight Departed,FRA,2023-07-06,14:00,2023-07-06,14:15,LD,Flight Landed,LH,1103,320,,
STR,2023-07-06,14:45,,,NO,No Status,FRA,2023-07-06,15:35,,,NO,No Status,LH,135,320,,
STR,2023-07-06,18:35,,18:43,DP,Flight Departed,FRA,2023-07-06,19:25,2023-07-06,19:30,LD,Flight Landed,LH,137,319,,
FRA,2023-07-06,07:10,,07:13,DP,Flight Departed,NUE,2023-07-06,07:50,2023-07-06,07:42,LD,Flight Landed,CL,140,CR9,,
FRA,2023-07-06,10:00,,10:13,DP,Flight Departed,NUE,2023-07-06,10:40,2023-07-06,10:46,LD,Flight Landed,CL,142,CR9,,
FRA,2023-07-06,13:15,,14:02,DP,Flight Departed,NUE,2023-07-06,14:00,2023-07-06,14:43,LD,Flight Landed,LH,144,319,,
FRA,2023-07-06,22:15,,22:26,DP,Flight Departed,NUE,2023-07-06,22:55,2023-07-06,23:22,LD,Flight Landed,LH,150,319,,
NUE,2023-07-06,06:00,,05:56,DP,Flight Departed,FRA,2023-07-06,06:45,2023-07-06,06:41,LD,Flight Landed,LH,143,319,,
NUE,2023-07-06,08:35,,08:35,DP,Flight Departed,FRA,2023-07-06,09:20,2023-07-06,09:12,LD,Flight Landed,CL,145,CR9,,
NUE,2023-07-06,11:15,,12:02,DP,Flight Departed,FRA,2023-07-06,12:00,2023-07-06,12:38,LD,Flight Landed,CL,147,CR9,,
NUE,2023-07-06,14:35,,15:22,DP,Flight Departed,FRA,2023-07-06,15:20,2023-07-06,16:04,LD,Flight Landed,LH,149,319,,
FRA,2023-07-06,07:00,,06:57,DP,Flight Departed,LEJ,2023-07-06,07:55,2023-07-06,07:49,LD,Flight Landed,LH,154,319,,
FRA,2023-07-06,08:55,,09:02,DP,Flight Departed,LEJ,2023-07-06,09:50,2023-07-06,09:48,LD,Flight Landed,CL,156,CR9,,
FRA,2023-07-06,17:05,,17:28,DP,Flight Departed,LEJ,2023-07-06,18:00,2023-07-06,18:15,LD,Flight Landed,LH,160,319,,
FRA,2023-07-06,22:15,,22:25,DP,Flight Departed,LEJ,2023-07-06,23:10,2023-07-06,23:30,LD,Flight Landed,CL,164,E90,,
LEJ,2023-07-06,06:05,,05:59,DP,Flight Departed,FRA,2023-07-06,07:05,2023-07-06,06:51,LD,Flight Landed,CL,157,E90,,
LEJ,2023-07-06,08:40,,08:38,DP,Flight Departed,FRA,2023-07-06,09:40,2023-07-06,09:34,LD,Flight Landed,LH,159,319,,
LEJ,2023-07-06,10:25,,10:19,DP,Flight Departed,FRA,2023-07-06,11:25,2023-07-06,11:52,LD,Flight Landed,CL,161,CR9,,
LEJ,2023-07-06,18:45,,19:00,DP,Flight Departed,FRA,2023-07-06,19:45,2023-07-06,19:53,LD,Flight Landed,LH,165,319,,
FRA,2023-07-06,07:00,,06:52,DP,Flight Departed,DRS,2023-07-06,07:55,2023-07-06,07:53,LD,Flight Landed,LH,204,320,,
FRA,2023-07-06,09:15,,09:22,DP,Flight Departed,DRS,2023-07-06,10:10,2023-07-06,10:07,LD,Flight Landed,CL,206,CR9,,
FRA,2023-07-06,13:45,,13:44,DP,Flight Departed,DRS,2023-07-06,14:40,2023-07-06,14:40,LD,Flight Landed,LH,210,319,,
FRA,2023-07-06,17:00,,18:05,DP,Flight Departed,DRS,2023-07-06,17:55,2023-07-06,19:00,LD,Flight Landed,EN,8700,E90,,
DRS,2023-07-06,06:05,,05:59,DP,Flight Departed,FRA,2023-07-06,07:10,2023-07-06,06:57,LD,Flight Landed,LH,207,319,,
DRS,2023-07-06,08:45,,08:39,DP,Flight Departed,FRA,2023-07-06,09:50,2023-07-06,09:46,LD,Flight Landed,LH,209,320,,
DRS,2023-07-06,10:45,,10:43,DP,Flight Departed,FRA,2023-07-06,11:50,2023-07-06,11:49,LD,Flight Landed,CL,211,CR9,,
DRS,2023-07-06,15:20,,15:17,DP,Flight Departed,FRA,2023-07-06,16:25,2023-07-06,16:12,LD,Flight Landed,LH,215,319,,
DRS,2023-07-06,18:30,,19:32,DP,Flight Departed,FRA,2023-07-06,19:35,2023-07-06,20:30,LD,Flight Landed,EN,8701,E90,,
FRA,2023-07-06,07:30,,07:29,DP,Flight Departed,FCO,2023-07-06,09:20,2023-07-06,09:19,LD,Flight Landed,LH,230,32N,,
FRA,2023-07-06,10:45,,11:03,DP,Flight Departed,FCO,2023-07-06,12:35,2023-07-06,13:05,LD,Flight Landed,LH,232,320,,
FRA,2023-07-06,12:05,,12:19,DP,Flight Departed,FCO,2023-07-06,13:55,2023-07-06,13:59,LD,Flight Landed,LH,234,321,,
FRA,2023-07-06,15:55,,16:14,DP,Flight Departed,FCO,2023-07-06,17:45,2023-07-06,17:52,LD,Flight Landed,LH,236,32A,,
FRA,2023-07-06,16:45,,16:53,DP,Flight Departed,FCO,2023-07-06,18:35,2023-07-06,18:29,LD,Flight Landed,LH,238,32A,,
FRA,2023-07-06,21:40,,21:41,DP,Flight Departed,FCO,2023-07-06,23:30,2023-07-06,23:31,LD,Flight Landed,LH,242,32A,,
FCO,2023-07-06,07:00,,07:02,DP,Flight Departed,FRA,2023-07-06,09:00,2023-07-06,08:50,LD,Flight Landed,LH,243,320,,
FCO,2023-07-06,10:10,,10:19,DP,Flight Departed,FRA,2023-07-06,12:05,2023-07-06,12:23,LD,Flight Landed,LH,231,32N,,
FCO,2023-07-06,13:25,,13:55,DP,Flight Departed,FRA,2023-07-06,15:20,2023-07-06,15:47,LD,Flight Landed,LH,233,320,,
FCO,2023-07-06,14:55,,15:23,DP,Flight Departed,FRA,2023-07-06,16:50,2023-07-06,17:13,LD,Flight Landed,LH,235,321,,
FCO,2023-07-06,18:30,,18:38,DP,Flight Departed,FRA,2023-07-06,20:25,2023-07-06,20:19,LD,Flight Landed,LH,237,32A,,
FCO,2023-07-06,19:25,,19:24,DP,Flight Departed,FRA,2023-07-06,21:20,2023-07-06,21:05,LD,Flight Landed,LH,239,32A,,
FRA,2023-07-06,07:05,,07:07,DP,Flight Departed,MXP,2023-07-06,08:15,2023-07-06,08:08,LD,Flight Landed,LH,246,32A,,
FRA,2023-07-06,09:15,,09:28,DP,Flight Departed,MXP,2023-07-06,10:25,2023-07-06,10:47,LD,Flight Landed,LH,248,319,,
FRA,2023-07-06,12:45,,12:55,DP,Flight Departed,MXP,2023-07-06,14:00,2023-07-06,13:57,LD,Flight Landed,LH,252,319,,
FRA,2023-07-06,16:45,,,NO,No Status,MXP,2023-07-06,17:55,,,NO,No Status,LH,254,32A,,
FRA,2023-07-06,17:30,,17:56,DP,Flight Departed,MXP,2023-07-06,18:40,2023-07-06,19:11,LD,Flight Landed,LH,256,32A,,
MXP,2023-07-06,06:20,,06:16,DP,Flight Departed,FRA,2023-07-06,07:40,2023-07-06,07:33,LD,Flight Landed,LH,259,32A,,
MXP,2023-07-06,09:05,,09:08,DP,Flight Departed,FRA,2023-07-06,10:25,2023-07-06,10:29,LD,Flight Landed,LH,247,32A,,
MXP,2023-07-06,11:05,,11:36,DP,Flight Departed,FRA,2023-07-06,12:25,2023-07-06,12:52,LD,Flight Landed,LH,249,319,,
MXP,2023-07-06,14:40,,14:43,DP,Flight Departed,FRA,2023-07-06,16:00,2023-07-06,16:10,LD,Flight Landed,LH,253,319,,
MXP,2023-07-06,18:45,,,NO,No Status,FRA,2023-07-06,20:05,,,NO,No Status,LH,255,32A,,
MXP,2023-07-06,19:25,,20:05,DP,Flight Departed,FRA,2023-07-06,20:45,2023-07-06,21:18,LD,Flight Landed,LH,257,32A,,
FRA,2023-07-06,12:20,,13:13,DP,Flight Departed,TRN,2023-07-06,13:35,2023-07-06,14:31,LD,Flight Landed,EN,8844,E95,,
FRA,2023-07-06,17:00,,18:08,DP,Flight Departed,TRN,2023-07-06,18:15,2023-07-06,19:26,LD,Flight Landed,EN,8848,E95,,
FRA,2023-07-06,08:45,,08:46,DP,Flight Departed,LIN,2023-07-06,09:55,2023-07-06,09:55,LD,Flight Landed,LH,270,319,,
FRA,2023-07-06,10:45,,10:58,DP,Flight Departed,LIN,2023-07-06,12:00,2023-07-06,12:19,LD,Flight Landed,CL,272,E90,,
FRA,2023-07-06,13:25,,13:28,DP,Flight Departed,LIN,2023-07-06,14:40,2023-07-06,14:37,LD,Flight Landed,LH,280,319,,
FRA,2023-07-06,16:20,,17:12,DP,Flight Departed,LIN,2023-07-06,17:30,2023-07-06,18:19,LD,Flight Landed,LH,274,319,,
FRA,2023-07-06,17:10,,17:27,DP,Flight Departed,LIN,2023-07-06,18:20,2023-07-06,18:38,LD,Flight Landed,EN,8802,E95,,
FRA,2023-07-06,21:00,,21:15,DP,Flight Departed,LIN,2023-07-06,22:10,2023-07-06,22:22,LD,Flight Landed,LH,278,32N,,
LIN,2023-07-06,07:15,,07:26,DP,Flight Departed,FRA,2023-07-06,08:30,2023-07-06,08:32,LD,Flight Landed,LH,279,320,,
LIN,2023-07-06,10:40,,11:03,DP,Flight Departed,FRA,2023-07-06,11:55,2023-07-06,12:26,LD,Flight Landed,LH,271,319,,
LIN,2023-07-06,12:40,,12:59,DP,Flight Departed,FRA,2023-07-06,13:55,2023-07-06,14:07,LD,Flight Landed,CL,273,E90,,
LIN,2023-07-06,15:20,,16:22,DP,Flight Departed,FRA,2023-07-06,16:35,2023-07-06,17:31,LD,Flight Landed,LH,281,319,,
LIN,2023-07-06,18:10,,19:03,DP,Flight Departed,FRA,2023-07-06,19:25,2023-07-06,20:12,LD,Flight Landed,LH,275,319,,
LIN,2023-07-06,19:20,,19:30,DP,Flight Departed,FRA,2023-07-06,20:35,2023-07-06,20:37,LD,Flight Landed,EN,8803,E95,,
FRA,2023-07-06,08:55,,08:55,DP,Flight Departed,BLQ,2023-07-06,10:15,2023-07-06,10:14,LD,Flight Landed,LH,282,320,,
FRA,2023-07-06,16:10,,16:18,DP,Flight Departed,BLQ,2023-07-06,17:30,2023-07-06,17:36,LD,Flight Landed,LH,288,319,,
FRA,2023-07-06,22:05,,22:40,DP,Flight Departed,BLQ,2023-07-06,23:25,2023-07-07,00:01,LD,Flight Landed,LH,290,320,,
BLQ,2023-07-06,06:15,,06:14,DP,Flight Departed,FRA,2023-07-06,07:55,2023-07-06,07:37,LD,Flight Landed,LH,291,320,,
BLQ,2023-07-06,11:00,,11:11,DP,Flight Departed,FRA,2023-07-06,12:30,2023-07-06,12:37,LD,Flight Landed,LH,283,320,,
BLQ,2023-07-06,18:20,,18:20,DP,Flight Departed,FRA,2023-07-06,19:50,2023-07-06,19:46,LD,Flight Landed,LH,289,319,,
FRA,2023-07-06,10:05,,10:58,DP,Flight Departed,NAP,2023-07-06,12:05,2023-07-06,13:00,LD,Flight Landed,LH,334,32N,,
FRA,2023-07-06,16:05,,16:23,DP,Flight Departed,NAP,2023-07-06,18:05,2023-07-06,18:08,LD,Flight Landed,LH,322,32N,,
FRA,2023-07-06,20:40,,20:42,DP,Flight Departed,NAP,2023-07-06,22:40,2023-07-06,22:36,LD,Flight Landed,LH,336,319,,
NAP,2023-07-06,13:00,,14:09,DP,Flight Departed,FRA,2023-07-06,15:05,2023-07-06,16:11,LD,Flight Landed,LH,335,32N,,
NAP,2023-07-06,18:50,,18:55,DP,Flight Departed,FRA,2023-07-06,20:55,2023-07-06,20:58,LD,Flight Landed,LH,323,32N,,
FRA,2023-07-06,08:45,,08:53,DP,Flight Departed,VCE,2023-07-06,10:00,2023-07-06,10:12,LD,Flight Landed,LH,324,321,,
FRA,2023-07-06,16:25,,16:37,DP,Flight Departed,VCE,2023-07-06,17:40,2023-07-06,17:50,LD,Flight Landed,LH,328,319,,
FRA,2023-07-06,21:00,,21:21,DP,Flight Departed,VCE,2023-07-06,22:15,2023-07-06,22:37,LD,Flight Landed,LH,332,319,,
VCE,2023-07-06,10:45,,10:59,DP,Flight Departed,FRA,2023-07-06,12:10,2023-07-06,12:31,LD,Flight Landed,LH,325,321,,
VCE,2023-07-06,18:20,,18:30,DP,Flight Departed,FRA,2023-07-06,19:45,2023-07-06,19:42,LD,Flight Landed,LH,329,319,,
FRA,2023-07-06,06:50,,06:55,DP,Flight Departed,BRE,2023-07-06,07:45,2023-07-06,07:49,LD,Flight Landed,CL,350,CR9,,
FRA,2023-07-06,09:55,,09:55,DP,Flight Departed,BRE,2023-07-06,10:50,2023-07-06,10:44,LD,Flight Landed,CL,352,E90,,
FRA,2023-07-06,12:55,,13:57,DP,Flight Departed,BRE,2023-07-06,13:50,2023-07-06,14:48,LD,Flight Landed,LH,354,319,,
FRA,2023-07-06,16:55,,17:08,DP,Flight Departed,BRE,2023-07-06,17:50,2023-07-06,18:01,LD,Flight Landed,LH,356,319,,
FRA,2023-07-06,21:25,,,NO,No Status,BRE,2023-07-06,22:20,,,NO,No Status,LH,360,319,,
BRE,2023-07-06,06:15,,06:20,DP,Flight Departed,FRA,2023-07-06,07:15,2023-07-06,07:20,LD,Flight Landed,LH,351,319,,
BRE,2023-07-06,08:20,,08:27,DP,Flight Departed,FRA,2023-07-06,09:20,2023-07-06,09:21,LD,Flight Landed,CL,353,CR9,,
BRE,2023-07-06,11:25,,11:47,DP,Flight Departed,FRA,2023-07-06,12:25,2023-07-06,12:47,LD,Flight Landed,CL,355,E90,,
BRE,2023-07-06,14:30,,15:25,DP,Flight Departed,FRA,2023-07-06,15:30,2023-07-06,16:26,LD,Flight Landed,LH,357,319,,
BRE,2023-07-06,18:30,,18:36,DP,Flight Departed,FRA,2023-07-06,19:30,2023-07-06,19:31,LD,Flight Landed,LH,359,319,,
FRA,2023-07-06,09:25,,09:39,DP,Flight Departed,FDH,2023-07-06,10:10,2023-07-06,10:30,LD,Flight Landed,CL,370,CR9,,
FRA,2023-07-06,13:15,,13:35,DP,Flight Departed,FDH,2023-07-06,14:00,2023-07-06,14:27,LD,Flight Landed,CL,372,CR9,,
FRA,2023-07-06,17:05,,17:12,DP,Flight Departed,FDH,2023-07-06,17:50,2023-07-06,17:55,LD,Flight Landed,CL,374,CR9,,
FRA,2023-07-06,21:00,,21:02,DP,Flight Departed,FDH,2023-07-06,21:45,2023-07-06,21:45,LD,Flight Landed,CL,376,CR9,,
FDH,2023-07-06,06:05,,05:54,DP,Flight Departed,FRA,2023-07-06,06:55,2023-07-06,06:46,LD,Flight Landed,CL,371,CR9,,
FDH,2023-07-06,10:45,,10:58,DP,Flight Departed,FRA,2023-07-06,11:35,2023-07-06,12:05,LD,Flight Landed,CL,373,CR9,,
FDH,2023-07-06,14:35,,14:59,DP,Flight Departed,FRA,2023-07-06,15:25,2023-07-06,15:40,LD,Flight Landed,CL,375,CR9,,
FDH,2023-07-06,18:25,,18:25,DP,Flight Departed,FRA,2023-07-06,19:15,2023-07-06,19:14,LD,Flight Landed,CL,377,CR9,,
FRA,2023-07-06,06:55,,06:51,DP,Flight Departed,LUX,2023-07-06,07:35,2023-07-06,07:24,LD,Flight Landed,CL,390,CR9,,
FRA,2023-07-06,09:55,,10:04,DP,Flight Departed,LUX,2023-07-06,10:35,2023-07-06,10:50,LD,Flight Landed,EN,8750,E95,,
FRA,2023-07-06,17:20,,17:42,DP,Flight Departed,LUX,2023-07-06,18:00,2023-07-06,18:27,LD,Flight Landed,CL,396,CR9,,
FRA,2023-07-06,22:10,,22:12,DP,Flight Departed,LUX,2023-07-06,22:50,2023-07-06,22:49,LD,Flight Landed,CL,398,E90,,
LUX,2023-07-06,06:20,,06:18,DP,Flight Departed,FRA,2023-07-06,07:10,2023-07-06,07:12,LD,Flight Landed,CL,399,E90,,
LUX,2023-07-06,08:30,,08:24,DP,Flight Departed,FRA,2023-07-06,09:20,2023-07-06,09:05,LD,Flight Landed,CL,391,CR9,,
LUX,2023-07-06,11:10,,11:29,DP,Flight Departed,FRA,2023-07-06,12:00,2023-07-06,12:27,LD,Flight Landed,EN,8751,E95,,
LUX,2023-07-06,18:45,,19:05,DP,Flight Departed,FRA,2023-07-06,19:35,2023-07-06,19:55,LD,Flight Landed,CL,397,CR9,,
FRA,2023-07-06,11:00,,11:41,DP,Flight Departed,JFK,2023-07-06,13:45,2023-07-06,14:10,LD,Flight Landed,LH,400,343,,
FRA,2023-07-06,17:10,,18:09,DP,Flight Departed,JFK,2023-07-06,20:05,2023-07-06,20:07,OT,Flight On Time,LH,404,343,,
JFK,2023-07-06,15:55,,16:03,DP,Flight Departed,FRA,2023-07-07,05:40,2023-07-07,06:00,DL,Flight Delayed,LH,401,343,,
JFK,2023-07-06,21:50,,21:50,OT,Flight On Time,FRA,2023-07-07,11:45,2023-07-07,11:45,OT,Flight On Time,LH,405,343,,
FRA,2023-07-06,10:30,,10:39,DP,Flight Departed,IAD,2023-07-06,13:35,2023-07-06,13:29,LD,Flight Landed,LH,416,333,,
FRA,2023-07-06,13:10,,13:56,DP,Flight Departed,IAD,2023-07-06,15:55,2023-07-06,16:09,LD,Flight Landed,LH,418,744,,
IAD,2023-07-06,15:20,,15:20,DP,Flight Departed,FRA,2023-07-07,05:30,2023-07-07,05:30,OT,Flight On Time,LH,417,333,,
IAD,2023-07-06,18:10,,18:38,DP,Flight Departed,FRA,2023-07-07,08:05,2023-07-07,08:05,OT,Flight On Time,LH,419,744,,
FRA,2023-07-06,13:25,,,NO,No Status,BOS,2023-07-06,16:05,,,NO,No Status,LH,422,343,,
FRA,2023-07-06,17:35,,18:31,DP,Flight Departed,BOS,2023-07-06,20:15,2023-07-06,20:13,OT,Flight On Time,LH,420,343,,
BOS,2023-07-06,18:00,,,NO,No Status,FRA,2023-07-07,07:15,,,NO,No Status,LH,423,343,,
BOS,2023-07-06,22:00,,22:00,OT,Flight On Time,FRA,2023-07-07,11:15,2023-07-07,11:15,OT,Flight On Time,LH,421,343,,
FRA,2023-07-06,10:45,,12:11,DP,Flight Departed,ORD,2023-07-06,13:00,2023-07-06,14:03,LD,Flight Landed,LH,430,74H,,
FRA,2023-07-06,17:20,,17:39,DP,Flight Departed,ORD,2023-07-06,20:00,2023-07-06,19:45,FE,Flight Early,LH,432,343,,
ORD,2023-07-05,22:30,,00:29,DP,Flight Departed,FRA,2023-07-06,14:10,2023-07-06,15:51,LD,Flight Landed,LH,433,343,,
ORD,2023-07-06,16:00,,16:57,DP,Flight Departed,FRA,2023-07-07,07:20,2023-07-07,07:56,DL,Flight Delayed,LH,431,74H,,
ORD,2023-07-06,22:30,,22:30,OT,Flight On Time,FRA,2023-07-07,14:10,2023-07-07,14:10,OT,Flight On Time,LH,433,343,,
MUC,2023-07-06,09:25,,09:27,DP,Flight Departed,ORD,2023-07-06,11:55,2023-07-06,11:54,LD,Flight Landed,LH,436,359,,
MUC,2023-07-06,15:25,,16:04,DP,Flight Departed,ORD,2023-07-06,18:15,2023-07-06,18:33,DL,Flight Delayed,LH,434,346,,
ORD,2023-07-06,15:45,,15:51,DP,Flight Departed,MUC,2023-07-07,07:15,2023-07-07,07:04,OT,Flight On Time,LH,437,359,,
ORD,2023-07-06,21:10,,21:10,OT,Flight On Time,MUC,2023-07-07,13:05,2023-07-07,13:05,OT,Flight On Time,LH,435,346,,
FRA,2023-07-06,10:30,,11:05,DP,Flight Departed,LAX,2023-07-06,13:00,2023-07-06,13:20,LD,Flight Landed,LH,456,74H,,
FRA,2023-07-06,13:45,,14:25,DP,Flight Departed,LAX,2023-07-06,16:55,2023-07-06,17:18,DL,Flight Delayed,LH,450,343,,
LAX,2023-07-06,15:00,,15:43,DP,Flight Departed,FRA,2023-07-07,10:40,2023-07-07,10:53,OT,Flight On Time,LH,457,74H,,
LAX,2023-07-06,18:40,,,DL,Flight Delayed,FRA,2023-07-07,14:50,2023-07-07,15:00,OT,Flight On Time,LH,451,343,,
CDG,2023-07-06,06:00,,05:59,DP,Flight Departed,FRA,2023-07-06,07:15,2023-07-06,07:15,LD,Flight Landed,LH,1053,320,,
CDG,2023-07-06,07:40,,07:46,DP,Flight Departed,FRA,2023-07-06,08:55,2023-07-06,09:06,LD,Flight Landed,LH,1051,321,,
CDG,2023-07-06,09:35,,09:20,DP,Flight Departed,FRA,2023-07-06,10:50,2023-07-06,10:35,LD,Flight Landed,LH,1027,32A,,
CDG,2023-07-06,11:35,,11:58,DP,Flight Departed,FRA,2023-07-06,12:50,2023-07-06,13:18,LD,Flight Landed,LH,1031,32M,,
CDG,2023-07-06,14:20,,15:07,DP,Flight Departed,FRA,2023-07-06,15:35,2023-07-06,16:35,LD,Flight Landed,LH,1035,32M,,
CDG,2023-07-06,18:15,,18:30,DP,Flight Departed,FRA,2023-07-06,19:30,2023-07-06,19:36,LD,Flight Landed,LH,1041,320,,
CDG,2023-07-06,19:35,,20:16,DP,Flight Departed,FRA,2023-07-06,20:50,2023-07-06,21:19,LD,Flight Landed,LH,1047,32M,,
